Start: Sun Jun 09 18:33:12 PDT 2024

Start: Sun Jun 09 18:33:12 PDT 2024

Parameter Sweeps

Number of parameters swept: 6

Table of parameters swept 
public	boolean	groups	true	true	true	false	false	false	
public	int	memorySize	1	2	3	1	2	3	

Parameter values for the class class evolutionaryGames.Environment
id  0
_cooperators  100
_defectors  100
_walkawayCooperators  100
_walkawayDefectors  100
_tftMobile  100
_tftStationary  100
_pavlovMobile  100
_pavlovStationary  100
memorySize  1
active  1.0
groups  true
averageAge  50.0
sdAge  10.0
mutationRate  0.01
resoucesToReproduce  30.0
minResourcesStart  30.0
maxResourcesStart  30.0
carryingCapacity  2000.0
searchRadiusPlayer  1
cooperate_cooperator  3.0
defect_defector  0.0
cooperate_defector  -1.0
defect_cooperator  5.0
reproductionRadius  1
lowerBoundsSurvival  0.0
useLowerBoundsSurvival  true
localReproduction  true
mutationRange  true
charts  true
nameSpace  SPARSE
gridWidth  100
gridHeight  100
paramSweeps  true
simLength  5001
simNumber  10
fileDataName  results.txt
folderDataName  data
dataSamplingInterval  50
burnIn  0
scheduleTimeInterval  1.0
closeProgramAtend  true
customSweepOnly  false

Sweep Number:	1
groups	true
memorySize	1
Step	Reps	N	Coop	Def	WCoop	WDef	TFTM	TFTS	PAVLOVM	PAVLOVS
1650.000	10.000	0.100	0.019	0.001	0.022	0.002	0.024	0.011	0.032	0.017
1700.000	10.000	0.000	0.022	0.001	0.025	0.002	0.026	0.009	0.030	0.016
1750.000	10.000	0.000	0.023	0.001	0.026	0.001	0.028	0.009	0.030	0.017
1800.000	10.000	0.000	0.023	0.001	0.025	0.002	0.030	0.009	0.032	0.016
1850.000	10.000	0.100	0.022	0.001	0.026	0.002	0.032	0.009	0.030	0.017
1900.000	10.000	0.000	0.022	0.001	0.026	0.001	0.035	0.011	0.031	0.016
1950.000	10.000	0.100	0.021	0.001	0.025	0.002	0.036	0.012	0.032	0.017
2000.000	10.000	0.153	0.023	0.001	0.026	0.002	0.037	0.009	0.034	0.018
2050.000	10.000	0.000	0.023	0.001	0.027	0.002	0.040	0.007	0.036	0.018
2100.000	10.000	0.100	0.023	0.001	0.028	0.002	0.042	0.006	0.037	0.016
2150.000	10.000	0.000	0.022	0.001	0.029	0.002	0.039	0.007	0.036	0.015
2200.000	10.000	0.133	0.022	0.001	0.027	0.002	0.040	0.006	0.035	0.015
2250.000	10.000	0.100	0.024	0.001	0.028	0.002	0.038	0.006	0.036	0.014
2300.000	10.000	0.200	0.026	0.001	0.027	0.001	0.040	0.005	0.036	0.013
2350.000	10.000	0.269	0.027	0.001	0.028	0.001	0.037	0.007	0.036	0.011
2400.000	10.000	0.100	0.027	0.001	0.028	0.001	0.037	0.009	0.036	0.010
2450.000	10.000	0.133	0.028	0.001	0.027	0.001	0.034	0.009	0.037	0.012
2500.000	10.000	0.100	0.027	0.001	0.025	0.001	0.034	0.010	0.036	0.011
2550.000	10.000	0.100	0.029	0.001	0.025	0.001	0.037	0.011	0.037	0.012
2600.000	10.000	0.221	0.027	0.001	0.025	0.001	0.034	0.011	0.039	0.012
2650.000	10.000	0.100	0.025	0.001	0.026	0.001	0.034	0.010	0.039	0.011
2700.000	10.000	0.221	0.023	0.001	0.025	0.001	0.032	0.009	0.035	0.011
2750.000	10.000	0.100	0.023	0.001	0.026	0.001	0.030	0.011	0.035	0.011
2800.000	10.000	0.133	0.024	0.001	0.025	0.002	0.028	0.012	0.031	0.012
2850.000	10.000	0.133	0.024	0.000	0.027	0.002	0.026	0.012	0.030	0.010
2900.000	10.000	0.153	0.022	0.000	0.025	0.002	0.026	0.012	0.031	0.009
2950.000	10.000	0.000	0.021	0.001	0.025	0.002	0.027	0.012	0.033	0.009
3000.000	10.000	0.100	0.022	0.001	0.024	0.002	0.029	0.013	0.035	0.009
3050.000	10.000	0.100	0.022	0.001	0.022	0.001	0.031	0.013	0.035	0.007
3100.000	10.000	0.100	0.022	0.001	0.022	0.001	0.032	0.014	0.036	0.006
3150.000	10.000	0.100	0.021	0.001	0.021	0.001	0.032	0.014	0.036	0.005
3200.000	10.000	0.000	0.021	0.001	0.022	0.001	0.032	0.013	0.034	0.005
3250.000	10.000	0.153	0.021	0.001	0.022	0.001	0.032	0.013	0.034	0.005
3300.000	10.000	0.224	0.021	0.001	0.023	0.001	0.032	0.012	0.035	0.005
3350.000	10.000	0.000	0.022	0.000	0.022	0.001	0.032	0.011	0.035	0.005
3400.000	10.000	0.100	0.023	0.001	0.023	0.001	0.030	0.008	0.032	0.004
3450.000	10.000	0.153	0.024	0.001	0.024	0.001	0.028	0.008	0.030	0.005
3500.000	10.000	0.100	0.023	0.001	0.023	0.002	0.026	0.010	0.032	0.005
3550.000	10.000	0.100	0.022	0.001	0.024	0.001	0.028	0.011	0.033	0.005
3600.000	10.000	0.133	0.021	0.001	0.024	0.001	0.026	0.011	0.033	0.005
3650.000	10.000	0.000	0.022	0.000	0.021	0.001	0.026	0.011	0.032	0.006
3700.000	10.000	0.000	0.021	0.000	0.023	0.002	0.026	0.011	0.034	0.005
3750.000	10.000	0.100	0.021	0.001	0.024	0.001	0.026	0.010	0.035	0.006
3800.000	10.000	0.133	0.022	0.000	0.023	0.001	0.023	0.009	0.033	0.006
3850.000	10.000	0.100	0.023	0.000	0.023	0.001	0.025	0.009	0.032	0.007
3900.000	10.000	0.213	0.022	0.001	0.023	0.001	0.024	0.009	0.031	0.007
3950.000	10.000	0.100	0.020	0.001	0.022	0.001	0.025	0.009	0.029	0.008
4000.000	10.000	0.213	0.018	0.001	0.023	0.001	0.023	0.009	0.030	0.008
4050.000	10.000	0.133	0.019	0.001	0.023	0.001	0.024	0.008	0.032	0.008
4100.000	10.000	0.213	0.020	0.001	0.024	0.001	0.026	0.007	0.032	0.009
4150.000	10.000	0.000	0.020	0.000	0.022	0.001	0.025	0.007	0.031	0.007
4200.000	10.000	0.100	0.020	0.000	0.023	0.001	0.027	0.008	0.031	0.007
4250.000	10.000	0.000	0.020	0.001	0.022	0.001	0.026	0.009	0.030	0.006
4300.000	10.000	0.200	0.020	0.001	0.023	0.001	0.027	0.009	0.031	0.005
4350.000	10.000	0.153	0.020	0.000	0.020	0.002	0.027	0.010	0.030	0.004
4400.000	10.000	0.200	0.020	0.000	0.022	0.002	0.029	0.010	0.031	0.006
4450.000	10.000	0.100	0.021	0.001	0.022	0.002	0.029	0.010	0.030	0.007
4500.000	10.000	0.000	0.022	0.001	0.021	0.002	0.028	0.011	0.030	0.006
4550.000	10.000	0.000	0.019	0.001	0.021	0.001	0.026	0.011	0.029	0.006
4600.000	10.000	0.100	0.018	0.001	0.021	0.001	0.024	0.010	0.029	0.006
4650.000	10.000	0.000	0.018	0.001	0.020	0.001	0.023	0.011	0.026	0.006
4700.000	10.000	0.213	0.016	0.000	0.019	0.001	0.023	0.011	0.026	0.006
4750.000	10.000	0.224	0.014	0.001	0.019	0.001	0.024	0.013	0.027	0.005
4800.000	10.000	0.100	0.014	0.001	0.019	0.001	0.023	0.013	0.030	0.005
4850.000	10.000	0.133	0.016	0.000	0.021	0.001	0.023	0.013	0.032	0.005
4900.000	10.000	0.153	0.015	0.000	0.023	0.001	0.024	0.013	0.033	0.005
4950.000	10.000	0.213	0.014	0.001	0.024	0.001	0.026	0.012	0.033	0.005
5000.000	10.000	0.133	0.013	0.001	0.023	0.001	0.022	0.013	0.032	0.006
	
Sweep Number:	6
groups	false
memorySize	3
Step	Reps	N	Coop	Def	WCoop	WDef	TFTM	TFTS	PAVLOVM	PAVLOVS
0.000	10.000	1467.000	0.122	0.127	0.123	0.129	0.123	0.126	0.127	0.122
1.000	10.000	1422.300	0.121	0.131	0.123	0.132	0.122	0.125	0.126	0.121
50.000	10.000	1999.600	0.126	0.049	0.140	0.079	0.154	0.150	0.154	0.148
100.000	10.000	1999.900	0.128	0.012	0.151	0.039	0.177	0.155	0.175	0.162
150.000	10.000	2000.000	0.130	0.006	0.153	0.019	0.194	0.158	0.186	0.154
200.000	10.000	1999.600	0.129	0.006	0.154	0.012	0.203	0.157	0.193	0.148
250.000	10.000	2000.000	0.132	0.004	0.155	0.008	0.206	0.155	0.195	0.145
300.000	10.000	1999.600	0.136	0.003	0.153	0.007	0.214	0.153	0.193	0.140
350.000	10.000	1999.900	0.143	0.003	0.148	0.006	0.218	0.157	0.189	0.137
400.000	10.000	1999.800	0.150	0.004	0.147	0.007	0.210	0.152	0.193	0.138
450.000	10.000	2000.000	0.153	0.003	0.144	0.006	0.212	0.147	0.198	0.136
500.000	10.000	1999.900	0.155	0.003	0.145	0.006	0.211	0.146	0.197	0.137
550.000	10.000	1999.900	0.161	0.004	0.149	0.007	0.215	0.140	0.189	0.136
600.000	10.000	1999.900	0.165	0.005	0.158	0.008	0.219	0.131	0.189	0.125
650.000	10.000	2000.000	0.160	0.005	0.162	0.008	0.219	0.129	0.193	0.125
700.000	10.000	1999.800	0.158	0.004	0.156	0.008	0.223	0.129	0.198	0.125
750.000	10.000	1999.900	0.159	0.003	0.157	0.007	0.226	0.130	0.199	0.119
800.000	10.000	1999.800	0.160	0.003	0.158	0.006	0.234	0.124	0.198	0.117
850.000	10.000	2000.000	0.163	0.003	0.156	0.007	0.234	0.122	0.199	0.116
900.000	10.000	1999.900	0.162	0.003	0.158	0.008	0.229	0.122	0.205	0.113
950.000	10.000	1999.700	0.165	0.003	0.154	0.007	0.228	0.124	0.208	0.111
1000.000	10.000	1999.900	0.167	0.003	0.155	0.006	0.234	0.116	0.210	0.110
1050.000	10.000	1999.800	0.165	0.003	0.152	0.005	0.237	0.114	0.214	0.110
1100.000	10.000	1999.800	0.172	0.003	0.149	0.005	0.243	0.108	0.210	0.111
1150.000	10.000	1999.900	0.173	0.003	0.146	0.006	0.248	0.106	0.206	0.113
1200.000	10.000	1999.900	0.171	0.004	0.148	0.007	0.248	0.104	0.203	0.116
1250.000	10.000	1999.800	0.166	0.004	0.148	0.008	0.251	0.106	0.203	0.114
1300.000	10.000	1999.800	0.171	0.003	0.151	0.007	0.241	0.105	0.204	0.118
1350.000	10.000	1999.700	0.171	0.003	0.153	0.006	0.246	0.103	0.205	0.113
1400.000	10.000	1999.800	0.170	0.002	0.152	0.008	0.250	0.101	0.207	0.111
1450.000	10.000	1999.900	0.175	0.003	0.144	0.006	0.251	0.100	0.208	0.111
1500.000	10.000	2000.000	0.173	0.004	0.143	0.006	0.249	0.102	0.212	0.112
1550.000	10.000	1999.800	0.165	0.003	0.135	0.006	0.254	0.110	0.215	0.112
1600.000	10.000	1999.700	0.164	0.004	0.133	0.007	0.254	0.111	0.218	0.109
1650.000	10.000	1999.700	0.168	0.003	0.129	0.007	0.256	0.114	0.215	0.108
1700.000	10.000	1999.900	0.160	0.004	0.132	0.006	0.256	0.116	0.215	0.111
1750.000	10.000	1999.800	0.155	0.004	0.134	0.006	0.260	0.121	0.213	0.107
1800.000	10.000	1999.800	0.157	0.004	0.135	0.007	0.263	0.119	0.211	0.104
1850.000	10.000	1999.900	0.153	0.003	0.134	0.008	0.264	0.118	0.220	0.101
1900.000	10.000	1999.900	0.148	0.004	0.134	0.008	0.260	0.119	0.229	0.097
1950.000	10.000	1999.900	0.144	0.004	0.135	0.008	0.262	0.120	0.231	0.095
2000.000	10.000	1999.800	0.140	0.003	0.134	0.007	0.259	0.123	0.237	0.097
2050.000	10.000	1999.900	0.140	0.003	0.130	0.005	0.260	0.119	0.247	0.096
2100.000	10.000	1999.800	0.135	0.004	0.135	0.005	0.264	0.119	0.250	0.089
2150.000	10.000	2000.000	0.130	0.004	0.131	0.004	0.270	0.118	0.253	0.089
2200.000	10.000	2000.000	0.133	0.004	0.132	0.005	0.279	0.111	0.251	0.084
2250.000	10.000	1999.900	0.132	0.004	0.129	0.006	0.286	0.106	0.252	0.085
2300.000	10.000	1999.600	0.135	0.003	0.127	0.006	0.288	0.105	0.251	0.085
2350.000	10.000	1999.700	0.133	0.003	0.127	0.007	0.300	0.097	0.247	0.086
2400.000	10.000	2000.000	0.133	0.003	0.125	0.006	0.296	0.097	0.254	0.086
2450.000	10.000	2000.000	0.129	0.004	0.130	0.006	0.299	0.097	0.248	0.087
2500.000	10.000	1999.900	0.122	0.004	0.125	0.007	0.310	0.096	0.250	0.086
2550.000	10.000	1999.700	0.116	0.004	0.121	0.008	0.317	0.097	0.252	0.087
2600.000	10.000	1999.800	0.118	0.003	0.122	0.006	0.321	0.093	0.255	0.082
2650.000	10.000	1999.800	0.110	0.003	0.123	0.005	0.323	0.096	0.259	0.079
2700.000	10.000	1999.900	0.110	0.004	0.123	0.005	0.324	0.095	0.262	0.077
2750.000	10.000	2000.000	0.108	0.003	0.126	0.005	0.318	0.089	0.273	0.078
2800.000	10.000	1999.900	0.105	0.003	0.122	0.005	0.326	0.086	0.274	0.078
2850.000	10.000	1999.600	0.106	0.004	0.127	0.004	0.322	0.083	0.280	0.073
2900.000	10.000	1999.800	0.104	0.004	0.131	0.004	0.322	0.078	0.287	0.069
2950.000	10.000	2000.000	0.108	0.003	0.126	0.005	0.326	0.082	0.285	0.066
3000.000	10.000	1999.800	0.108	0.002	0.126	0.005	0.325	0.085	0.283	0.066
3050.000	10.000	1999.600	0.110	0.003	0.129	0.006	0.319	0.087	0.282	0.064
3100.000	10.000	1999.900	0.112	0.004	0.126	0.007	0.326	0.089	0.279	0.057
3150.000	10.000	1999.900	0.104	0.004	0.131	0.007	0.332	0.087	0.275	0.061
3200.000	10.000	1999.800	0.101	0.003	0.137	0.007	0.332	0.086	0.273	0.061
3250.000	10.000	1999.900	0.099	0.004	0.135	0.005	0.341	0.083	0.271	0.062
3300.000	10.000	1999.800	0.106	0.005	0.134	0.005	0.339	0.086	0.267	0.059
3350.000	10.000	1999.800	0.106	0.003	0.139	0.005	0.341	0.083	0.263	0.058
3400.000	10.000	1999.800	0.107	0.003	0.143	0.005	0.334	0.081	0.267	0.060
3450.000	10.000	1999.900	0.105	0.003	0.142	0.005	0.336	0.083	0.266	0.060
3500.000	10.000	1999.900	0.106	0.003	0.138	0.006	0.339	0.080	0.272	0.056
3550.000	10.000	1999.800	0.110	0.003	0.136	0.007	0.335	0.080	0.268	0.061
3600.000	10.000	2000.000	0.111	0.004	0.134	0.007	0.337	0.079	0.271	0.059
3650.000	10.000	2000.000	0.115	0.003	0.127	0.007	0.341	0.081	0.267	0.060
3700.000	10.000	1999.700	0.114	0.003	0.134	0.006	0.331	0.080	0.273	0.059
3750.000	10.000	1999.800	0.111	0.004	0.138	0.006	0.330	0.079	0.271	0.061
3800.000	10.000	2000.000	0.117	0.003	0.143	0.006	0.336	0.075	0.258	0.060
3850.000	10.000	1999.700	0.119	0.005	0.144	0.007	0.337	0.074	0.257	0.058
3900.000	10.000	1999.700	0.122	0.004	0.144	0.006	0.335	0.069	0.259	0.061
3950.000	10.000	2000.000	0.120	0.004	0.150	0.006	0.339	0.067	0.251	0.062
4000.000	10.000	1999.900	0.122	0.004	0.154	0.007	0.341	0.064	0.250	0.058
4050.000	10.000	1999.600	0.116	0.004	0.153	0.005	0.344	0.063	0.254	0.061
4100.000	10.000	1999.800	0.114	0.004	0.148	0.006	0.354	0.063	0.247	0.065
4150.000	10.000	1999.900	0.110	0.004	0.142	0.008	0.353	0.059	0.261	0.064
4200.000	10.000	1999.900	0.113	0.005	0.141	0.006	0.354	0.061	0.255	0.064
4250.000	10.000	1999.800	0.113	0.004	0.137	0.006	0.354	0.063	0.262	0.061
4300.000	10.000	1999.800	0.118	0.003	0.139	0.007	0.347	0.064	0.263	0.060
4350.000	10.000	1999.800	0.116	0.003	0.134	0.009	0.347	0.066	0.266	0.059
4400.000	10.000	2000.000	0.116	0.003	0.132	0.007	0.343	0.068	0.273	0.059
4450.000	10.000	2000.000	0.117	0.003	0.131	0.006	0.343	0.064	0.279	0.057
4500.000	10.000	1999.900	0.117	0.004	0.131	0.007	0.339	0.065	0.280	0.058
4550.000	10.000	1999.900	0.120	0.004	0.130	0.005	0.339	0.065	0.282	0.054
4600.000	10.000	1999.700	0.118	0.004	0.125	0.005	0.336	0.068	0.292	0.052
4650.000	10.000	1999.800	0.118	0.004	0.132	0.006	0.333	0.068	0.284	0.055
4700.000	10.000	1999.900	0.119	0.004	0.132	0.006	0.335	0.066	0.283	0.055
4750.000	10.000	1999.900	0.113	0.004	0.133	0.007	0.338	0.070	0.281	0.054
4800.000	10.000	1999.700	0.110	0.003	0.141	0.006	0.339	0.072	0.278	0.051
4850.000	10.000	2000.000	0.108	0.003	0.142	0.005	0.342	0.072	0.276	0.051
4900.000	10.000	1999.900	0.105	0.003	0.145	0.008	0.343	0.073	0.267	0.055
4950.000	10.000	1999.900	0.105	0.004	0.145	0.007	0.347	0.072	0.265	0.056
5000.000	10.000	1999.600	0.105	0.003	0.149	0.005	0.348	0.068	0.266	0.056

Step	Reps	N	Coop	Def	WCoop	WDef	TFTM	TFTS	PAVLOVM	PAVLOVS
0.000	10.000	6.031	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001
1.000	10.000	5.816	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.002
50.000	10.000	0.163	0.003	0.002	0.006	0.002	0.003	0.004	0.003	0.005
100.000	10.000	0.100	0.006	0.001	0.011	0.002	0.008	0.005	0.006	0.008
150.000	10.000	0.000	0.008	0.001	0.013	0.001	0.010	0.006	0.009	0.009
200.000	10.000	0.221	0.009	0.001	0.013	0.002	0.009	0.007	0.009	0.011
250.000	10.000	0.000	0.012	0.001	0.016	0.001	0.010	0.006	0.011	0.012
300.000	10.000	0.306	0.013	0.000	0.019	0.002	0.012	0.008	0.011	0.011
350.000	10.000	0.100	0.015	0.001	0.020	0.001	0.014	0.008	0.010	0.012
400.000	10.000	0.133	0.018	0.001	0.020	0.001	0.013	0.008	0.012	0.014
450.000	10.000	0.000	0.021	0.001	0.018	0.001	0.012	0.008	0.016	0.016
500.000	10.000	0.100	0.020	0.001	0.018	0.001	0.013	0.007	0.017	0.017
550.000	10.000	0.100	0.024	0.000	0.018	0.002	0.012	0.009	0.016	0.017
600.000	10.000	0.100	0.022	0.001	0.018	0.001	0.013	0.010	0.015	0.016
650.000	10.000	0.000	0.019	0.001	0.015	0.001	0.013	0.011	0.013	0.015
700.000	10.000	0.133	0.018	0.001	0.011	0.001	0.014	0.014	0.012	0.015
750.000	10.000	0.100	0.020	0.001	0.010	0.001	0.014	0.013	0.012	0.015
800.000	10.000	0.133	0.023	0.000	0.009	0.001	0.012	0.014	0.013	0.016
850.000	10.000	0.000	0.024	0.000	0.008	0.001	0.011	0.015	0.012	0.015
900.000	10.000	0.100	0.023	0.000	0.010	0.001	0.012	0.015	0.012	0.015
950.000	10.000	0.213	0.022	0.001	0.008	0.001	0.013	0.014	0.012	0.015
1000.000	10.000	0.100	0.020	0.000	0.011	0.001	0.014	0.012	0.011	0.016
1050.000	10.000	0.133	0.019	0.000	0.012	0.001	0.015	0.011	0.013	0.017
1100.000	10.000	0.133	0.021	0.001	0.011	0.001	0.018	0.011	0.012	0.018
1150.000	10.000	0.100	0.018	0.000	0.013	0.001	0.017	0.010	0.011	0.017
1200.000	10.000	0.100	0.018	0.001	0.012	0.001	0.017	0.010	0.013	0.018
1250.000	10.000	0.200	0.022	0.001	0.011	0.001	0.017	0.010	0.012	0.018
1300.000	10.000	0.133	0.023	0.001	0.012	0.001	0.017	0.009	0.014	0.018
1350.000	10.000	0.153	0.025	0.001	0.014	0.001	0.020	0.009	0.017	0.018
1400.000	10.000	0.200	0.023	0.000	0.013	0.001	0.021	0.008	0.018	0.017
1450.000	10.000	0.100	0.022	0.000	0.016	0.001	0.021	0.008	0.017	0.018
1500.000	10.000	0.000	0.022	0.001	0.014	0.001	0.021	0.008	0.021	0.018
1550.000	10.000	0.133	0.020	0.001	0.013	0.001	0.024	0.009	0.022	0.017
1600.000	10.000	0.213	0.021	0.001	0.012	0.001	0.025	0.011	0.023	0.017
1650.000	10.000	0.153	0.023	0.001	0.014	0.001	0.023	0.013	0.022	0.017
1700.000	10.000	0.100	0.020	0.001	0.015	0.001	0.021	0.015	0.020	0.019
1750.000	10.000	0.133	0.020	0.001	0.016	0.001	0.022	0.015	0.022	0.019
1800.000	10.000	0.200	0.023	0.000	0.017	0.001	0.025	0.015	0.022	0.019
1850.000	10.000	0.100	0.024	0.000	0.016	0.001	0.025	0.015	0.025	0.017
1900.000	10.000	0.100	0.026	0.001	0.015	0.001	0.025	0.014	0.025	0.018
1950.000	10.000	0.100	0.026	0.001	0.017	0.001	0.025	0.012	0.025	0.018
2000.000	10.000	0.200	0.024	0.000	0.016	0.001	0.024	0.012	0.024	0.018
2050.000	10.000	0.100	0.023	0.001	0.015	0.001	0.025	0.012	0.024	0.020
2100.000	10.000	0.133	0.021	0.001	0.015	0.001	0.026	0.012	0.023	0.020
2150.000	10.000	0.000	0.020	0.001	0.014	0.001	0.025	0.011	0.022	0.020
2200.000	10.000	0.000	0.020	0.001	0.014	0.001	0.023	0.013	0.019	0.019
2250.000	10.000	0.100	0.020	0.000	0.013	0.001	0.024	0.012	0.018	0.018
2300.000	10.000	0.221	0.019	0.001	0.013	0.001	0.022	0.012	0.018	0.017
2350.000	10.000	0.213	0.017	0.000	0.012	0.002	0.022	0.011	0.016	0.017
2400.000	10.000	0.000	0.016	0.001	0.010	0.002	0.023	0.010	0.016	0.016
2450.000	10.000	0.000	0.016	0.000	0.012	0.001	0.024	0.009	0.017	0.017
2500.000	10.000	0.100	0.015	0.001	0.011	0.002	0.026	0.010	0.018	0.017
2550.000	10.000	0.153	0.015	0.001	0.011	0.002	0.026	0.010	0.018	0.017
2600.000	10.000	0.133	0.016	0.001	0.012	0.001	0.025	0.011	0.018	0.016
2650.000	10.000	0.133	0.018	0.001	0.012	0.001	0.024	0.012	0.017	0.015
2700.000	10.000	0.100	0.018	0.001	0.012	0.001	0.022	0.012	0.020	0.016
2750.000	10.000	0.000	0.018	0.000	0.012	0.001	0.020	0.010	0.016	0.017
2800.000	10.000	0.100	0.019	0.001	0.012	0.001	0.022	0.010	0.017	0.017
2850.000	10.000	0.163	0.020	0.000	0.014	0.001	0.020	0.011	0.016	0.017
2900.000	10.000	0.133	0.018	0.001	0.014	0.001	0.020	0.012	0.018	0.015
2950.000	10.000	0.000	0.020	0.001	0.013	0.001	0.019	0.012	0.018	0.013
3000.000	10.000	0.133	0.021	0.001	0.013	0.000	0.022	0.014	0.019	0.012
3050.000	10.000	0.163	0.022	0.001	0.014	0.001	0.020	0.015	0.018	0.011
3100.000	10.000	0.100	0.021	0.001	0.013	0.001	0.022	0.017	0.018	0.010
3150.000	10.000	0.100	0.020	0.001	0.015	0.002	0.025	0.017	0.017	0.011
3200.000	10.000	0.200	0.020	0.001	0.015	0.001	0.027	0.017	0.017	0.011
3250.000	10.000	0.100	0.019	0.000	0.016	0.001	0.027	0.015	0.018	0.009
3300.000	10.000	0.133	0.018	0.001	0.018	0.001	0.027	0.016	0.017	0.009
3350.000	10.000	0.133	0.020	0.000	0.019	0.001	0.025	0.015	0.014	0.009
3400.000	10.000	0.133	0.019	0.001	0.019	0.001	0.023	0.012	0.014	0.009
3450.000	10.000	0.100	0.020	0.000	0.017	0.001	0.025	0.013	0.014	0.010
3500.000	10.000	0.100	0.019	0.001	0.016	0.001	0.024	0.011	0.014	0.010
3550.000	10.000	0.133	0.019	0.000	0.014	0.001	0.022	0.010	0.014	0.012
3600.000	10.000	0.000	0.019	0.001	0.014	0.001	0.019	0.010	0.015	0.011
3650.000	10.000	0.000	0.019	0.001	0.014	0.001	0.020	0.012	0.017	0.011
3700.000	10.000	0.213	0.018	0.000	0.014	0.001	0.018	0.011	0.018	0.010
3750.000	10.000	0.133	0.017	0.001	0.014	0.001	0.018	0.011	0.019	0.009
3800.000	10.000	0.000	0.016	0.001	0.016	0.001	0.023	0.010	0.018	0.009
3850.000	10.000	0.213	0.015	0.001	0.017	0.001	0.024	0.011	0.019	0.008
3900.000	10.000	0.213	0.017	0.001	0.020	0.001	0.027	0.010	0.020	0.008
3950.000	10.000	0.000	0.018	0.001	0.021	0.001	0.027	0.010	0.017	0.009
4000.000	10.000	0.100	0.021	0.001	0.022	0.001	0.027	0.010	0.015	0.008
4050.000	10.000	0.163	0.021	0.001	0.022	0.001	0.028	0.011	0.013	0.008
4100.000	10.000	0.200	0.020	0.001	0.021	0.001	0.029	0.010	0.013	0.010
4150.000	10.000	0.100	0.019	0.001	0.017	0.001	0.027	0.009	0.014	0.010
4200.000	10.000	0.100	0.021	0.001	0.016	0.002	0.027	0.009	0.015	0.011
4250.000	10.000	0.133	0.021	0.001	0.015	0.002	0.026	0.009	0.016	0.010
4300.000	10.000	0.133	0.019	0.000	0.016	0.002	0.026	0.010	0.018	0.012
4350.000	10.000	0.133	0.019	0.001	0.016	0.002	0.029	0.010	0.017	0.012
4400.000	10.000	0.000	0.018	0.001	0.015	0.001	0.030	0.011	0.017	0.010
4450.000	10.000	0.000	0.019	0.000	0.014	0.001	0.030	0.010	0.018	0.009
4500.000	10.000	0.100	0.019	0.001	0.014	0.001	0.030	0.010	0.018	0.010
4550.000	10.000	0.100	0.019	0.001	0.015	0.001	0.030	0.010	0.020	0.010
4600.000	10.000	0.213	0.020	0.001	0.013	0.001	0.027	0.010	0.022	0.010
4650.000	10.000	0.133	0.019	0.001	0.014	0.001	0.025	0.010	0.023	0.010
4700.000	10.000	0.100	0.017	0.000	0.013	0.001	0.022	0.010	0.022	0.010
4750.000	10.000	0.100	0.019	0.001	0.013	0.002	0.024	0.009	0.021	0.009
4800.000	10.000	0.153	0.019	0.000	0.014	0.001	0.025	0.010	0.018	0.009
4850.000	10.000	0.000	0.018	0.001	0.015	0.001	0.023	0.011	0.018	0.010
4900.000	10.000	0.100	0.017	0.000	0.015	0.001	0.022	0.010	0.019	0.010
4950.000	10.000	0.100	0.016	0.001	0.016	0.001	0.021	0.011	0.017	0.011
5000.000	10.000	0.163	0.015	0.000	0.016	0.001	0.020	0.010	0.017	0.012
	
Finished: Sun Jun 09 18:36:51 PDT 2024

